Date,Max:Overall Application Performance|digital_vendomatic|Average Response Time (ms),Max:Overall Application Performance|digital_vendomatic|Calls per Minute,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|CPU|%Busy,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|CPU|%Stolen,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|Memory|Free %,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|Memory|Used %,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|Network|Incoming packets/sec,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|Network|Outgoing packets/sec,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|Network|Incoming KB/sec,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|Network|Outgoing KB/sec,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|Disks|Reads/sec,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|Disks|Writes/sec,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|Disks|KB read/sec,Max:Application Infrastructure Performance|digital_vendomatic|Hardware Resources|Disks|KB written/sec
11/07/2019 05:05:00 PM,19,8,13,0,92,17,14,13,3,7,0,2,0,9
11/07/2019 05:06:00 PM,18,11,26,0,92,18,54,53,19,12,0,2,0,11
11/07/2019 05:07:00 PM,17,12,27,0,92,18,33,35,6,10,0,5,0,20
11/07/2019 05:08:00 PM,16,14,27,0,92,18,11,11,5,10,0,2,0,11
11/07/2019 05:09:00 PM,20,12,28,0,92,18,18,18,6,7,0,2,0,8
11/07/2019 05:10:00 PM,16,8,1,0,92,17,9,10,2,7,0,0,0,3
11/07/2019 05:11:00 PM,19,10,20,0,92,18,18,18,8,22,0,2,0,10
11/07/2019 05:12:00 PM,19,10,16,0,92,17,37,34,15,9,0,2,0,10
11/07/2019 05:13:00 PM,18,11,26,0,92,18,36,39,7,11,0,3,0,13
11/07/2019 05:14:00 PM,19,12,27,0,92,17,42,37,50,24,0,3,0,13
11/07/2019 05:15:00 PM,1379,10,27,0,92,18,38,37,32,21,0,3,0,13
11/07/2019 05:16:00 PM,42,9,27,0,92,18,35,34,13,11,0,5,0,21
11/07/2019 05:17:00 PM,32,12,27,0,92,18,33,33,5,12,0,3,0,14
11/07/2019 05:18:00 PM,17,11,27,0,92,18,29,31,10,10,0,2,0,11
11/07/2019 05:19:00 PM,32,9,27,0,92,19,16,17,8,22,0,2,0,10
11/07/2019 05:20:00 PM,16,8,22,0,92,19,45,41,17,25,0,3,0,13
11/07/2019 05:21:00 PM,17,9,27,0,92,19,48,46,18,13,0,5,0,20
11/07/2019 05:22:00 PM,17,10,27,0,91,19,36,36,5,11,0,3,0,15
11/07/2019 05:23:00 PM,18,11,27,0,91,19,40,42,14,13,0,3,0,13
11/07/2019 05:24:00 PM,18,9,28,0,91,19,49,47,21,14,0,3,0,12
11/07/2019 05:25:00 PM,19,8,27,0,84,19,33,34,3,11,0,3,0,14
11/07/2019 05:26:00 PM,20,10,27,0,84,19,27,28,8,22,0,2,0,11
11/07/2019 05:27:00 PM,19,11,28,0,92,20,24,25,8,23,0,2,0,11
11/07/2019 05:28:00 PM,17,11,2,0,92,17,9,10,5,6,0,2,0,9
11/07/2019 05:29:00 PM,16,9,17,0,92,18,19,20,4,24,0,1,0,4
11/07/2019 05:30:00 PM,15,8,2,0,92,17,9,10,2,5,0,2,0,9
11/07/2019 05:31:00 PM,16,10,2,0,92,17,11,12,4,7,0,1,0,4
11/07/2019 05:32:00 PM,17,11,2,0,92,17,11,12,5,6,0,1,0,4
11/07/2019 05:33:00 PM,15,11,1,0,92,17,12,13,5,6,0,1,0,4
11/07/2019 05:34:00 PM,17,9,2,0,92,17,11,11,5,5,0,0,0,3
11/07/2019 05:35:00 PM,17,8,23,0,92,17,39,38,16,11,0,3,0,13
11/07/2019 05:36:00 PM,19,9,27,0,92,17,26,27,4,8,0,2,0,11
11/07/2019 05:37:00 PM,17,11,28,0,92,18,20,19,11,7,0,4,0,16
11/07/2019 05:38:00 PM,17,11,27,0,92,18,47,42,17,14,0,3,0,13
11/07/2019 05:39:00 PM,32,9,27,0,92,18,37,34,15,11,0,3,0,13
11/07/2019 05:40:00 PM,16,8,27,0,92,18,37,37,7,12,0,5,0,21
11/07/2019 05:41:00 PM,40,9,27,0,92,18,49,47,18,22,0,3,0,14
11/07/2019 05:42:00 PM,18,10,27,0,92,18,40,41,10,14,0,5,0,21
11/07/2019 05:43:00 PM,18,11,27,0,92,18,27,28,8,8,0,2,0,11
11/07/2019 05:44:00 PM,1186,10,27,0,92,18,21,22,6,7,0,2,0,8
11/07/2019 05:45:00 PM,28,8,17,0,92,18,18,19,4,24,0,1,0,3
11/07/2019 05:46:00 PM,568,9,19,0,92,18,20,19,10,22,0,2,0,9
11/07/2019 05:47:00 PM,564,18,19,0,92,18,46,43,20,22,0,2,0,9
11/07/2019 05:48:00 PM,999,43,27,0,92,19,31,33,5,9,0,3,0,14
11/07/2019 05:49:00 PM,1150,20,27,0,92,19,30,32,4,9,0,4,0,18
11/07/2019 05:50:00 PM,1132,14,27,0,92,19,40,30,145,63,0,1,0,5
11/07/2019 05:51:00 PM,16,9,27,0,92,19,46,41,18,12,0,3,0,13
11/07/2019 05:52:00 PM,1710,11,26,0,91,17,44,42,17,12,0,9,0,37
11/07/2019 05:53:00 PM,18,11,27,0,91,18,35,35,6,22,0,7,0,28
11/07/2019 05:54:00 PM,19,9,27,0,91,18,50,48,20,13,0,4,0,15
11/07/2019 05:55:00 PM,18,8,27,0,91,19,38,38,15,12,0,5,0,21
11/07/2019 05:56:00 PM,18,10,27,0,91,19,10,11,4,6,0,3,0,13
11/07/2019 05:57:00 PM,424,25,28,0,84,19,34,33,7,10,0,5,0,20
11/07/2019 05:58:00 PM,16,11,26,0,92,19,24,24,7,23,0,2,0,9
11/07/2019 05:59:00 PM,16,9,27,0,92,19,10,11,4,5,0,2,0,10
11/07/2019 06:00:00 PM,16,8,16,0,92,18,32,31,8,22,0,0,0,3
11/07/2019 06:01:00 PM,17,10,27,0,92,18,42,39,16,21,0,3,0,12
11/07/2019 06:02:00 PM,17,10,27,0,92,18,35,34,7,11,0,4,0,15
11/07/2019 06:03:00 PM,17,11,27,0,92,18,10,11,5,6,0,3,0,14
11/07/2019 06:04:00 PM,1228,31,27,0,92,19,25,27,9,8,0,2,0,11
11/07/2019 06:05:00 PM,17,8,27,0,92,18,11,11,2,6,0,3,0,12
11/07/2019 06:06:00 PM,48,9,16,0,92,18,16,18,2,23,0,1,0,3
11/07/2019 06:07:00 PM,16,11,20,0,92,18,24,22,13,23,0,2,0,9
11/07/2019 06:08:00 PM,17,11,7,0,92,17,11,12,5,6,0,2,0,10
11/07/2019 06:09:00 PM,19,9,24,0,92,18,40,38,16,11,0,2,0,10
11/07/2019 06:10:00 PM,18,8,26,0,92,18,35,36,5,11,0,3,0,15
11/07/2019 06:11:00 PM,358,9,26,0,92,17,19,19,8,6,0,3,0,13
11/07/2019 06:12:00 PM,35,30,27,0,92,18,26,26,8,8,0,2,0,10
11/07/2019 06:13:00 PM,17,11,27,0,92,17,10,12,4,6,0,3,0,13
11/07/2019 06:14:00 PM,16,9,23,0,92,18,43,38,19,12,0,3,0,14
11/07/2019 06:15:00 PM,18,8,26,0,92,18,42,39,16,23,0,5,0,22
11/07/2019 06:16:00 PM,19,10,27,0,92,18,18,17,4,8,0,3,0,11
11/07/2019 06:17:00 PM,19,11,27,0,92,19,28,30,8,9,0,3,0,14
11/07/2019 06:18:00 PM,20,11,27,0,92,18,41,37,16,11,0,3,0,12
11/07/2019 06:19:00 PM,56,9,27,0,92,18,12,12,4,6,0,3,0,12
11/07/2019 06:20:00 PM,18,8,27,0,91,18,34,34,5,23,0,3,0,15
11/07/2019 06:21:00 PM,23,10,27,0,91,19,42,40,17,11,0,3,0,13
11/07/2019 06:22:00 PM,16,10,27,0,91,18,38,40,10,12,0,3,0,13
11/07/2019 06:23:00 PM,17,11,27,0,92,19,34,36,8,12,0,74,0,298
11/07/2019 06:24:00 PM,15,9,27,0,92,18,16,18,4,23,0,74,0,299
11/07/2019 06:25:00 PM,54,8,27,0,92,19,34,30,14,10,0,74,0,299
11/07/2019 06:26:00 PM,18,9,26,0,92,19,40,41,9,12,0,75,0,299
11/07/2019 06:27:00 PM,567,30,27,0,92,19,38,34,15,10,0,75,0,301
11/07/2019 06:28:00 PM,41,12,28,0,92,19,41,42,11,24,0,75,0,300
11/07/2019 06:29:00 PM,1361,20,27,0,92,20,29,30,8,9,0,74,0,298
11/07/2019 06:30:00 PM,17,8,27,0,92,19,15,14,6,6,0,2,0,8
11/07/2019 06:31:00 PM,21,9,28,0,92,19,27,28,8,9,0,74,0,299
11/07/2019 06:32:00 PM,1711,28,20,0,92,18,54,53,20,23,0,2,0,12
11/07/2019 06:33:00 PM,315,30,26,0,92,18,22,20,10,23,0,2,0,10
11/07/2019 06:34:00 PM,16,9,27,0,92,18,49,42,18,14,0,5,0,21
11/07/2019 06:35:00 PM,17,8,27,0,92,18,42,40,17,12,0,3,0,15
11/07/2019 06:36:00 PM,6744,12,27,0,92,19,36,37,7,11,0,3,0,13
11/07/2019 06:37:00 PM,49,11,27,0,92,18,33,33,5,11,0,4,0,19
11/07/2019 06:38:00 PM,16,11,27,0,92,18,16,18,4,23,0,1,0,5
11/07/2019 06:39:00 PM,17,9,27,0,92,18,28,29,8,9,0,3,0,12
11/07/2019 06:40:00 PM,19,8,16,0,92,18,16,18,3,23,0,2,0,8
11/07/2019 06:41:00 PM,17,10,2,0,92,18,11,11,3,5,0,2,0,9
11/07/2019 06:42:00 PM,16,10,20,0,92,18,19,18,9,23,0,1,0,5
11/07/2019 06:43:00 PM,18,11,22,0,92,18,61,58,18,16,0,4,0,16
11/07/2019 06:44:00 PM,16,9,27,0,92,18,16,18,6,7,0,2,0,10
11/07/2019 06:45:00 PM,16,8,27,0,92,18,58,53,17,14,0,5,0,22
11/07/2019 06:46:00 PM,18,9,26,0,92,18,24,26,7,8,0,2,0,10
11/07/2019 06:47:00 PM,18,11,28,0,92,18,35,34,7,10,0,5,0,22
11/07/2019 06:48:00 PM,17,11,26,0,92,18,10,11,4,6,0,1,0,6
11/07/2019 06:49:00 PM,17,9,27,0,92,18,27,27,8,24,0,2,0,11
11/07/2019 06:50:00 PM,16,8,2,0,92,18,16,16,7,5,0,2,0,11
11/07/2019 06:51:00 PM,17,9,1,0,92,18,10,11,3,6,0,2,0,10
11/07/2019 06:52:00 PM,16,11,17,0,92,18,15,17,5,22,0,1,0,4
11/07/2019 06:53:00 PM,16,11,24,0,92,18,43,41,16,12,0,3,0,11
11/07/2019 06:54:00 PM,1307,58,26,0,92,19,36,38,10,35,0,5,0,22
11/07/2019 06:55:00 PM,24544,15,27,0,92,19,504,504,171,153,0,3,0,12
11/07/2019 06:56:00 PM,1106,22,27,0,92,19,154,151,75,61,0,3,0,13
11/07/2019 06:57:00 PM,11728,14,27,0,92,19,38,38,11,21,0,3,0,14
11/07/2019 06:58:00 PM,18,11,27,0,92,19,58,54,17,14,0,3,0,13
11/07/2019 06:59:00 PM,17,9,28,0,92,19,30,30,8,23,0,5,0,21
11/07/2019 07:00:00 PM,45,8,27,0,92,19,11,11,3,6,0,2,0,11
11/07/2019 07:01:00 PM,17,9,27,0,92,18,24,24,6,8,0,2,0,11
11/07/2019 07:02:00 PM,19,10,17,0,92,18,22,20,12,23,0,1,0,5
11/07/2019 07:03:00 PM,19,11,2,0,92,17,10,12,3,6,0,2,0,9
11/07/2019 07:04:00 PM,20,9,18,0,92,18,27,26,12,24,0,1,0,4
11/07/2019 07:05:00 PM,19,8,25,0,92,18,52,52,18,13,0,10,0,41
11/07/2019 07:06:00 PM,18,9,27,0,92,17,34,36,7,11,0,3,0,16
11/07/2019 07:07:00 PM,18,10,27,0,92,17,10,11,4,6,0,3,0,13
11/07/2019 07:08:00 PM,23,11,27,0,92,18,39,36,15,10,0,2,0,11
11/07/2019 07:09:00 PM,17,9,27,0,92,18,56,52,20,13,0,3,0,14
11/07/2019 07:10:00 PM,20,8,26,0,92,18,37,39,8,12,0,5,0,21
11/07/2019 07:11:00 PM,23,9,27,0,92,18,26,28,7,23,0,5,0,21
11/07/2019 07:12:00 PM,19,12,29,0,92,18,24,25,8,9,0,3,0,12
11/07/2019 07:13:00 PM,16,11,27,0,92,19,26,27,8,8,0,4,0,15
11/07/2019 07:14:00 PM,27,9,10,0,92,17,10,11,4,6,0,1,0,4
11/07/2019 07:15:00 PM,18,8,24,0,92,19,59,59,18,23,0,3,0,12
11/07/2019 07:16:00 PM,17,11,27,0,92,19,31,32,8,22,0,4,0,19
11/07/2019 07:17:00 PM,17,12,27,0,92,19,18,16,10,6,0,3,0,14
11/07/2019 07:18:00 PM,16,11,27,0,92,19,56,50,19,14,0,2,0,11
11/07/2019 07:19:00 PM,19,9,26,0,92,18,39,38,18,11,0,3,0,14
11/07/2019 07:20:00 PM,20,8,26,0,92,17,34,35,4,10,0,4,0,17
11/07/2019 07:21:00 PM,16,9,27,0,92,18,18,19,6,21,0,3,0,13
11/07/2019 07:22:00 PM,19,10,28,0,92,18,28,28,8,9,0,3,0,13
11/07/2019 07:23:00 PM,19,10,27,0,92,19,43,40,16,11,0,3,0,14
11/07/2019 07:24:00 PM,23,9,26,0,92,19,31,32,4,21,0,2,0,10
11/07/2019 07:25:00 PM,17,8,27,0,92,19,16,18,3,23,0,3,0,15
11/07/2019 07:26:00 PM,17,9,27,0,92,19,28,29,8,9,0,2,0,10
11/07/2019 07:27:00 PM,17,10,27,0,92,19,11,11,4,6,0,3,0,14
11/07/2019 07:28:00 PM,23,10,23,0,92,19,39,35,17,10,0,2,0,10
11/07/2019 07:29:00 PM,19,10,27,0,92,19,29,29,5,23,0,5,0,20
11/07/2019 07:30:00 PM,16,8,26,0,92,19,11,10,3,6,0,3,0,12
11/07/2019 07:31:00 PM,17,9,27,0,92,19,30,30,7,9,0,3,0,11
11/07/2019 07:32:00 PM,19,12,3,0,92,17,18,18,7,6,0,2,0,9
11/07/2019 07:33:00 PM,17,10,1,0,92,18,12,13,6,6,0,2,0,9
11/07/2019 07:34:00 PM,19,9,21,0,92,18,44,41,18,12,0,3,0,13
11/07/2019 07:35:00 PM,22,8,27,0,92,18,39,41,14,12,0,3,0,15
11/07/2019 07:36:00 PM,19,11,27,0,92,18,32,31,5,10,0,3,0,14
11/07/2019 07:37:00 PM,24,12,27,0,92,18,30,32,6,9,0,3,0,14
11/07/2019 07:38:00 PM,20,11,27,0,92,18,43,41,16,12,0,2,0,11
11/07/2019 07:39:00 PM,19,9,27,0,92,18,29,30,6,9,0,3,0,11
11/07/2019 07:40:00 PM,17,8,26,0,92,19,35,35,5,23,0,3,0,15
11/07/2019 07:41:00 PM,21,9,27,0,92,18,18,19,9,22,0,2,0,9
11/07/2019 07:42:00 PM,17,10,28,0,92,19,55,50,19,13,0,3,0,14
11/07/2019 07:43:00 PM,20,11,27,0,92,18,39,41,10,12,0,3,0,15
11/07/2019 07:44:00 PM,38,9,27,0,92,18,38,38,7,24,0,3,0,15
11/07/2019 07:45:00 PM,17,8,27,0,92,18,11,11,3,6,0,2,0,9
11/07/2019 07:46:00 PM,21,9,27,0,92,19,29,29,8,9,0,3,0,12
11/07/2019 07:47:00 PM,20,10,2,0,92,18,10,10,5,6,0,1,0,3
11/07/2019 07:48:00 PM,17,11,19,0,92,18,16,17,4,22,0,1,0,3
11/07/2019 07:49:00 PM,16,9,17,0,92,18,18,19,4,23,0,2,0,9
11/07/2019 07:50:00 PM,16,8,2,0,92,18,9,10,3,6,0,2,0,9
11/07/2019 07:51:00 PM,25,9,21,0,92,19,42,40,16,11,0,4,0,17
11/07/2019 07:52:00 PM,21,12,27,0,92,19,41,39,18,11,0,2,0,9
11/07/2019 07:53:00 PM,21,11,26,0,92,19,38,40,15,12,0,6,0,25
11/07/2019 07:54:00 PM,18,9,27,0,92,19,29,30,5,9,0,3,0,15
11/07/2019 07:55:00 PM,21,8,27,0,92,19,28,28,8,9,0,4,0,20
11/07/2019 07:56:00 PM,22,11,27,0,92,19,42,39,17,11,0,2,0,10
11/07/2019 07:57:00 PM,19,12,27,0,92,19,36,36,7,22,0,3,0,13
11/07/2019 07:58:00 PM,20,11,27,0,92,17,31,32,7,10,0,4,0,16
11/07/2019 07:59:00 PM,18,9,27,0,92,19,18,17,6,22,0,1,0,4
11/07/2019 08:00:00 PM,18,8,27,0,92,17,26,26,8,8,0,3,0,13
11/07/2019 08:01:00 PM,16,9,2,0,92,17,9,10,3,5,0,1,0,4
11/07/2019 08:02:00 PM,19,10,1,0,92,17,10,11,5,5,0,1,0,4
11/07/2019 08:03:00 PM,17,11,17,0,92,17,13,16,3,22,0,1,0,4
11/07/2019 08:04:00 PM,29,9,2,0,92,17,17,16,8,6,0,2,0,10
11/07/2019 08:05:00 PM,21,8,17,0,92,17,40,37,17,10,0,2,0,8
11/07/2019 08:06:00 PM,25,9,26,0,92,18,40,42,16,12,0,3,0,14
11/07/2019 08:07:00 PM,19,10,27,0,92,18,43,41,17,12,0,5,0,19
11/07/2019 08:08:00 PM,19,11,27,0,92,18,43,40,18,11,0,3,0,13
11/07/2019 08:09:00 PM,21,9,28,0,92,18,37,36,8,11,0,3,0,14
11/07/2019 08:10:00 PM,20,8,27,0,92,18,45,44,17,13,0,3,0,14
11/07/2019 08:11:00 PM,28,9,28,0,92,19,24,26,6,8,0,3,0,14
11/07/2019 08:12:00 PM,26,12,27,0,92,19,34,36,9,23,0,5,0,22
11/07/2019 08:13:00 PM,17,11,27,0,92,19,31,29,9,22,0,2,0,9
11/07/2019 08:14:00 PM,16,9,27,0,92,19,43,39,15,22,0,2,0,11
11/07/2019 08:15:00 PM,16,8,26,0,92,19,34,34,5,10,0,5,0,20
11/07/2019 08:16:00 PM,19,10,27,0,92,18,18,20,3,24,0,3,0,12
11/07/2019 08:17:00 PM,23,12,27,0,92,19,24,25,9,7,0,2,0,9
11/07/2019 08:18:00 PM,43,10,2,0,92,17,12,13,5,6,0,1,0,3
11/07/2019 08:19:00 PM,18,9,3,0,92,17,19,19,8,6,0,2,0,9
11/07/2019 08:20:00 PM,16,8,17,0,92,18,19,18,7,22,0,0,0,3
11/07/2019 08:21:00 PM,17,9,2,0,92,17,10,11,3,6,0,2,0,9
11/07/2019 08:22:00 PM,1358,49,13,0,92,17,26,27,5,8,0,1,0,4
11/07/2019 08:23:00 PM,32,11,26,0,92,17,53,51,23,15,0,3,0,14
11/07/2019 08:24:00 PM,18,9,27,0,92,18,43,42,19,11,0,3,0,15
11/07/2019 08:25:00 PM,19,8,27,0,92,18,11,12,3,6,0,2,0,11
11/07/2019 08:26:00 PM,67,9,28,0,92,18,32,33,6,10,0,4,0,16
11/07/2019 08:27:00 PM,21,10,27,0,92,18,47,46,17,13,0,3,0,13
11/07/2019 08:28:00 PM,2594,10,27,0,92,19,11,12,4,6,0,2,0,12
11/07/2019 08:29:00 PM,27,9,27,0,92,19,36,37,4,22,0,5,0,20
11/07/2019 08:30:00 PM,17,8,27,0,92,19,40,39,17,22,0,2,0,11
11/07/2019 08:31:00 PM,19,9,27,0,92,19,33,35,5,10,0,3,0,13
11/07/2019 08:32:00 PM,1698,39,27,0,92,19,39,36,17,19,0,4,0,16
11/07/2019 08:33:00 PM,1054,40,27,0,92,19,39,36,90,60,0,3,0,13
11/07/2019 08:34:00 PM,7249,37,27,0,92,19,127,123,149,101,0,4,0,16
11/07/2019 08:35:00 PM,8242,25,27,0,92,18,78,78,73,54,0,5,0,21
11/07/2019 08:36:00 PM,5495,37,27,0,92,17,119,115,129,87,0,2,0,10
11/07/2019 08:37:00 PM,6566,21,29,0,92,18,131,126,168,109,0,2,0,10
11/07/2019 08:38:00 PM,475,12,23,0,92,18,145,139,93,60,0,3,0,11
11/07/2019 08:39:00 PM,38,9,27,0,92,18,35,37,5,22,0,4,0,19
11/07/2019 08:40:00 PM,15,8,27,0,92,18,10,11,2,6,0,3,0,12
11/07/2019 08:41:00 PM,18,11,27,0,92,18,28,29,6,8,0,3,0,11
11/07/2019 08:42:00 PM,16,12,1,0,92,17,10,10,4,6,0,1,0,4
11/07/2019 08:43:00 PM,21,10,19,0,92,18,51,48,17,24,0,4,0,16
11/07/2019 08:44:00 PM,18,9,26,0,92,19,16,17,6,7,0,3,0,12
11/07/2019 08:45:00 PM,17,8,27,0,92,19,35,36,5,11,0,5,0,21
11/07/2019 08:46:00 PM,17,9,27,0,92,19,23,25,6,7,0,2,0,9
11/07/2019 08:47:00 PM,261,11,27,0,92,19,40,36,16,11,0,2,0,11
11/07/2019 08:48:00 PM,17,11,26,0,92,18,33,32,7,11,0,2,0,8
11/07/2019 08:49:00 PM,30,9,27,0,92,18,59,54,17,23,0,4,0,16
11/07/2019 08:50:00 PM,29,8,27,0,92,19,18,18,5,7,0,2,0,9
11/07/2019 08:51:00 PM,24,9,27,0,92,19,39,41,8,13,0,3,0,15
11/07/2019 08:52:00 PM,24,10,27,0,92,19,26,28,9,8,0,2,0,11
11/07/2019 08:53:00 PM,24,10,28,0,92,19,29,30,9,24,0,3,0,14
11/07/2019 08:54:00 PM,18,9,1,0,92,17,10,10,3,6,0,2,0,9
11/07/2019 08:55:00 PM,16,8,17,0,92,17,14,16,3,22,0,1,0,4
11/07/2019 08:56:00 PM,16,9,2,0,92,17,10,11,3,6,0,2,0,10
11/07/2019 08:57:00 PM,16,10,2,0,92,17,12,13,4,6,0,1,0,3
11/07/2019 08:58:00 PM,19,11,20,0,92,17,55,53,20,13,0,2,0,11
11/07/2019 08:59:00 PM,19,9,27,0,92,18,42,40,17,11,0,2,0,10
11/07/2019 09:00:00 PM,17,8,27,0,92,19,35,37,7,11,0,3,0,15
11/07/2019 09:01:00 PM,18,11,28,0,92,18,32,33,9,11,0,3,0,13
11/07/2019 09:02:00 PM,18,12,27,0,92,19,10,12,4,6,0,3,0,12
11/07/2019 09:03:00 PM,17,10,27,0,92,19,34,33,15,10,0,3,0,14
11/07/2019 09:04:00 PM,16,9,26,0,92,17,39,41,8,22,0,3,0,14
11/07/2019 09:05:00 PM,48,8,27,0,92,18,28,28,4,24,0,5,0,20
11/07/2019 09:06:00 PM,24,9,27,0,92,17,11,12,4,6,0,2,0,10
11/07/2019 09:07:00 PM,23,11,27,0,92,18,44,41,18,13,0,2,0,9
11/07/2019 09:08:00 PM,29,11,26,0,92,18,36,37,7,10,0,3,0,13
11/07/2019 09:09:00 PM,26,9,27,0,92,18,30,31,5,9,0,3,0,13
11/07/2019 09:10:00 PM,33,8,27,0,92,18,132,53,151,22,0,17,0,71
11/07/2019 09:11:00 PM,19,9,27,0,92,18,27,28,8,8,0,3,0,13
11/07/2019 09:12:00 PM,28,11,27,0,92,18,60,55,19,16,0,5,0,21
11/07/2019 09:13:00 PM,36,11,27,0,92,19,145,61,155,13,0,19,0,78
11/07/2019 09:14:00 PM,18,9,27,0,92,19,33,34,10,23,0,5,0,21
11/07/2019 09:15:00 PM,20,8,27,0,92,19,35,34,7,11,0,5,0,20
11/07/2019 09:16:00 PM,17,9,28,0,92,19,25,26,9,8,0,3,0,14
11/07/2019 09:17:00 PM,19,10,28,0,92,19,14,16,5,21,0,3,0,12
11/07/2019 09:18:00 PM,16,11,2,0,92,17,10,11,5,6,0,2,0,10
11/07/2019 09:19:00 PM,17,9,17,0,92,18,17,19,3,23,0,1,0,5
11/07/2019 09:20:00 PM,17,8,16,0,92,18,17,18,6,21,0,3,0,12
11/07/2019 09:21:00 PM,16,11,2,0,92,17,9,10,3,5,0,2,0,9
11/07/2019 09:22:00 PM,16,12,1,0,92,17,11,12,5,6,0,2,0,8
11/07/2019 09:23:00 PM,16,11,1,0,92,17,10,11,5,6,0,1,0,4
11/07/2019 09:24:00 PM,16,9,24,0,92,17,44,41,19,12,0,3,0,12
11/07/2019 09:25:00 PM,16,8,26,0,92,17,32,33,3,10,0,3,0,13
11/07/2019 09:26:00 PM,18,9,27,0,92,17,49,43,18,13,0,3,0,13
11/07/2019 09:27:00 PM,19,10,27,0,92,18,47,44,20,13,0,2,0,10
11/07/2019 09:28:00 PM,24,10,27,0,91,19,35,35,6,10,0,5,0,21
11/07/2019 09:29:00 PM,671,30,28,0,91,19,47,45,32,25,0,5,0,20
11/07/2019 09:30:00 PM,862,38,27,0,91,19,70,65,128,85,0,2,0,11
11/07/2019 09:31:00 PM,394,10,27,0,84,19,58,56,21,15,0,4,0,15
11/07/2019 09:32:00 PM,20,11,27,0,92,18,14,16,6,6,0,2,0,9
11/07/2019 09:33:00 PM,18,11,27,0,92,18,31,33,11,11,0,3,0,14
11/07/2019 09:34:00 PM,20,9,26,0,92,18,13,17,3,22,0,1,0,7
11/07/2019 09:35:00 PM,16,8,27,0,92,18,25,27,7,23,0,2,0,11
11/07/2019 09:36:00 PM,19,10,24,0,92,19,42,40,16,13,0,3,0,13
11/07/2019 09:37:00 PM,230,24,27,0,92,19,62,60,20,15,0,5,0,19
11/07/2019 09:38:00 PM,5302,23,27,0,92,19,47,44,19,22,0,3,0,12
11/07/2019 09:39:00 PM,96,9,27,0,92,19,36,37,9,11,0,13,0,52
11/07/2019 09:40:00 PM,6301,19,27,0,92,19,26,27,6,9,0,5,0,20
11/07/2019 09:41:00 PM,18,9,27,0,92,19,12,13,3,6,0,3,0,12
11/07/2019 09:42:00 PM,21,11,27,0,92,19,25,27,9,22,0,3,0,14
11/07/2019 09:43:00 PM,16,11,17,0,92,18,16,18,5,23,0,2,0,11
11/07/2019 09:44:00 PM,16,9,2,0,92,17,10,11,4,6,0,2,0,9
11/07/2019 09:45:00 PM,16,8,3,0,92,17,18,17,7,6,0,2,0,10
11/07/2019 09:46:00 PM,30,10,2,0,92,18,10,11,4,6,0,2,0,10
11/07/2019 09:47:00 PM,20,11,3,0,92,18,19,18,9,7,0,2,0,9
11/07/2019 09:48:00 PM,16,11,1,0,92,18,12,13,5,6,0,2,0,9
11/07/2019 09:49:00 PM,82,9,22,0,92,18,60,58,19,14,0,3,0,14
11/07/2019 09:50:00 PM,6877,29,27,0,92,19,18,19,5,8,0,2,0,11
11/07/2019 09:51:00 PM,24,9,26,0,92,19,36,36,5,12,0,5,0,22
11/07/2019 09:52:00 PM,18,10,28,0,92,19,24,25,9,7,0,3,0,15
11/07/2019 09:53:00 PM,19,11,28,0,92,19,40,42,14,13,0,3,0,14
11/07/2019 09:54:00 PM,18,9,27,0,91,18,11,11,3,6,0,3,0,11
11/07/2019 09:55:00 PM,17,8,27,0,91,18,34,35,3,10,0,5,0,22
11/07/2019 09:56:00 PM,18,10,26,0,92,18,25,26,7,22,0,2,0,11
11/07/2019 09:57:00 PM,19,11,27,0,92,18,12,13,5,6,0,3,0,12
11/07/2019 09:58:00 PM,18,11,1,0,92,18,10,11,4,6,0,1,0,7
11/07/2019 09:59:00 PM,16,9,19,0,92,18,47,45,21,10,0,3,0,12
11/07/2019 10:00:00 PM,16,8,26,0,92,19,38,37,15,23,0,2,0,8
